"initial_alias","converted_alias","name","description","namespace"
"PPP1R14A","ENSG00000167641","PPP1R14A","protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R9A","ENSG00000158528","PPP1R9A","protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2R3A","ENSG00000073711","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PROCR","ENSG00000101000","PROCR","protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PROSER2","ENSG00000148426","PROSER2","proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PROX2","ENSG00000119608","PROX2","prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRSS33","ENSG00000103355","PRSS33","serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTCRA","ENSG00000171611","PTCRA","pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTP4A2P2","ENSG00000254481","PTP4A2P2","PTP4A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9638]","GENECARDS,HGNC"
"PYY2","ENSG00000237575","PYY2","peptide YY 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PYY2","ENSG00000290671","PYY2","peptide YY 2 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:23615]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RAC3","ENSG00000169750","RAC3","Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM11","ENSG00000185272","RBM11","RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RN7SKP80","ENSG00000202058","RN7SKP80","RN7SK pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:45804]","GENECARDS,HGNC"
"RN7SL172P","ENSG00000243544","RN7SL172P","RNA, 7SL, cytoplasmic 172, pseudogene [Source:HGNC Symbol;Acc:HGNC:46188]","GENECARDS,HGNC"
"RNU4-2","ENSG00000202538","RNU4-2","RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RNY1","ENSG00000201098","RNY1","RNA, Ro60-associated Y1 [Source:HGNC Symbol;Acc:HGNC:10242]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RPS12P27","ENSG00000240435","RPS12P27","ribosomal protein S12 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:35892]","GENECARDS,HGNC"
"RPS2P5","ENSG00000240342","RPS2P5","ribosomal protein S2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:31386]","GENECARDS,HGNC"
"RRAS2","ENSG00000133818","RRAS2","RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S1PR5","ENSG00000180739","S1PR5","sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAXO2","ENSG00000188659","SAXO2","stabilizer of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCFD2","ENSG00000184178","SCFD2","sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCIN","ENSG00000006747","SCIN","scinderin [Source:HGNC Symbol;Acc:HGNC:21695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SERHL","ENSG00000172250","SERHL","serine hydrolase like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:14408]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SERHL","ENSG00000293485","SERHL","serine hydrolase like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:14408]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SERHL2","ENSG00000183569","SERHL2","serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3PXD2B","ENSG00000174705","SH3PXD2B","SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHISA8","ENSG00000234965","SHISA8","shisa family member 8 [Source:HGNC Symbol;Acc:HGNC:18351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIGLEC10-AS1","ENSG00000255441","SIGLEC10-AS1","SIGLEC10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40719]","GENECARDS,HGNC"
"SIGLEC17P","ENSG00000171101","SIGLEC17P","sialic acid binding Ig like lectin 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:15604]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SIGLEC17P","ENSG00000291114","SIGLEC17P","sialic acid binding Ig like lectin 17, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:284367]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SLC6A8","ENSG00000130821","SLC6A8","solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCE1P5","ENSG00000230793","SMARCE1P5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39734]","GENECARDS,HGNC"
"SMPD3","ENSG00000103056","SMPD3","sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNORA5A","ENSG00000206838","SNORA5A","small nucleolar RNA, H/ACA box 5A [Source:HGNC Symbol;Acc:HGNC:32588]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNORD12C","ENSG00000209042","SNORD12C","small nucleolar RNA, C/D box 12C [Source:HGNC Symbol;Acc:HGNC:10105]","GENECARDS,HGNC"
"SNORD14A","ENSG00000272034","SNORD14A","small nucleolar RNA, C/D box 14A [Source:HGNC Symbol;Acc:HGNC:10113]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNORD15B","ENSG00000207445","SNORD15B","small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SPAG4","ENSG00000061656","SPAG4","sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA25","ENSG00000149634","SPATA25","spermatogenesis associated 25 [Source:HGNC Symbol;Acc:HGNC:16158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPNS3","ENSG00000182557","SPNS3","SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative) [Source:HGNC Symbol;Acc:HGNC:28433]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRRM2-AS1","ENSG00000205913","SRRM2-AS1","SRRM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44162]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ST6GALNAC4P1","ENSG00000233469","ST6GALNAC4P1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39660]","GENECARDS,HGNC"
"SUV39H2-DT","ENSG00000272853","SUV39H2-DT","SUV39H2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55188]","GENECARDS,HGNC"
"TBXA2R","ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCAF1","ENSG00000198420","TCAF1","TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFPI","ENSG00000003436","TFPI","tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THBS4","ENSG00000113296","THBS4","thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIPIN","ENSG00000075131","TIPIN","TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM40","ENSG00000088726","TMEM40","transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMIGD2","ENSG00000167664","TMIGD2","transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMOD1","ENSG00000136842","TMOD1","tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOLLIP-AS1","None","None","None",""
"TRAJ33","ENSG00000211856","TRAJ33","T cell receptor alpha joining 33 [Source:HGNC Symbol;Acc:HGNC:12063]","GENECARDS,HGNC"
"TRAJ37","ENSG00000278661","TRAJ37","T cell receptor alpha joining 37 [Source:HGNC Symbol;Acc:HGNC:12067]","GENECARDS,HGNC"
"TRAV23DV6","ENSG00000211803","TRAV23DV6","T cell receptor alpha variable 23/delta variable 6 [Source:HGNC Symbol;Acc:HGNC:12120]","GENECARDS,HGNC,UNIPROT_GN"
"TRDC","ENSG00000211829","TRDC","T cell receptor delta constant [Source:HGNC Symbol;Acc:HGNC:12253]","GENECARDS,HGNC"
"TRDJ3","ENSG00000211828","TRDJ3","T cell receptor delta joining 3 [Source:HGNC Symbol;Acc:HGNC:12259]","GENECARDS,HGNC"
"TRGJP1","ENSG00000211692","TRGJP1","T cell receptor gamma joining P1 [Source:HGNC Symbol;Acc:HGNC:12280]","GENECARDS,HGNC"
"TRGV10","ENSG00000211694","TRGV10","T cell receptor gamma variable 10 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12285]","GENECARDS,HGNC"
"TRGV2","ENSG00000233306","TRGV2","T cell receptor gamma variable 2 [Source:HGNC Symbol;Acc:HGNC:12287]","GENECARDS,HGNC,UNIPROT_GN"
"TRPC2","ENSG00000182048","TRPC2","transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TRPC2","ENSG00000290962","TRPC2","transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TTC24","ENSG00000187862","TTC24","tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:32348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"U47924","ENSG00000010610","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]","EMBL"
"U47924","ENSG00000010626","LRRC23","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]","EMBL"
"U47924","ENSG00000110811","P3H3","prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]","EMBL"
"U47924","ENSG00000111664","GNB3","G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]","EMBL"
"U47924","ENSG00000111665","CDCA3","cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]","EMBL"
"U47924","ENSG00000111667","USP5","ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628]","EMBL"
"U47924","ENSG00000111669","TPI1","triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]","EMBL"
"U47924","ENSG00000111671","SPSB2","splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]","EMBL"
"U47924","ENSG00000111674","ENO2","enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]","EMBL"
"U47924","ENSG00000111676","ATN1","atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]","EMBL"
"U47924","ENSG00000111678","C12orf57","chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]","EMBL"
"U47924","ENSG00000111679","PTPN6","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]","EMBL"
"U47924","ENSG00000111684","LPCAT3","lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]","EMBL"
"U47924","ENSG00000126749","EMG1","EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]","EMBL"
"U47924","ENSG00000215021","PHB2","prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]","EMBL"
"U47924","ENSG00000250510","GPR162","G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]","EMBL"
"U47924","ENSG00000290146","None","novel protein, EMG1-C1S","EMBL"
"UBXN10","ENSG00000162543","UBXN10","UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UGT8","ENSG00000174607","UGT8","UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VDAC2P5","ENSG00000172974","VDAC2P5","VDAC2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54753]","GENECARDS,HGNC"
"VIPR2","ENSG00000106018","VIPR2","vasoactive intestinal peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:12695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VLDLR","ENSG00000147852","VLDLR","very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WNT5B","ENSG00000111186","WNT5B","Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YBX3","ENSG00000060138","YBX3","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YTHDF3-AS1","None","None","None",""
"ZBTB16","ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF154","ENSG00000179909","ZNF154","zinc finger protein 154 [Source:HGNC Symbol;Acc:HGNC:12939]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF22-AS1","ENSG00000165511","ZNF22-AS1","ZNF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23509]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF433","ENSG00000197647","ZNF433","zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF542P","ENSG00000240225","ZNF542P","zinc finger protein 542, pseudogene [Source:HGNC Symbol;Acc:HGNC:25393]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF542P","ENSG00000290720","ZNF542P","zinc finger protein 542, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:147947]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF724","ENSG00000196081","ZNF724","zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF724","ENSG00000283201","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF804A","ENSG00000170396","ZNF804A","zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
